Record_ID,Asset_ID,Asset_Type,Unit,Location,Status,Maintenance_Type,Maintenance_Date,Maintenance_Days,Maintenance_Cost_INR,Inventory_Item,Inventory_Stock,Reorder_Level,Quantity,Stock_Status
REC-0209,AST-1150,Power Unit,Unit D,Pune,Operational,Inspection,2025-07-20,2,11089.0,Filter,82.0,45,4,OK
REC-0210,AST-1037,Power Unit,Unit D,Chandigarh,Operational,,2025-05-07,0,0.0,Battery,94.0,33,2,OK
REC-0211,AST-1096,Vehicle,Unit A,Jodhpur,Operational,,2025-09-14,0,0.0,Connector,25.0,26,2,Low Stock
REC-0212,AST-1056,Cooling System,Unit E,Delhi,Under Maintenance,Corrective,2025-07-13,18,62516.0,Battery,58.0,52,5,OK
REC-0213,AST-1105,Radar Unit,Unit D,Ahmedabad,Operational,,2025-04-14,0,0.0,Lubricant,107.0,45,10,OK
REC-0214,AST-1059,Power Unit,Unit A,Jodhpur,Operational,,2026-06-19,2,0.0,Connector,63.0,39,10,OK
REC-0215,AST-1131,Communication Equipment,Unit D,Ahmedabad,Under Maintenance,Corrective,2025-09-22,21,77049.0,Cable,76.0,22,9,OK
REC-0216,AST-1035,Cooling System,Unit E,Delhi,Operational,,2026-01-19,1,0.0,Connector,24.0,23,13,OK
REC-0217,AST-1093,Radar Unit,Unit C,Ahmedabad,Operational,Preventive,2025-09-17,1,18241.0,Sensor,116.0,45,7,OK
REC-0218,AST-1097,Power Unit,Unit E,Chandigarh,Under Maintenance,Corrective,2026-02-18,4,69727.0,Connector,63.0,30,5,OK
REC-0219,AST-1135,Power Unit,Unit B,Chandigarh,Operational,,2025-12-24,0,0.0,Fuse,75.0,21,10,OK
REC-0220,AST-1076,Generator,Unit D,Pune,Under Maintenance,Preventive,2025-03-16,8,38954.0,Fuse,141.0,33,10,OK
REC-0221,AST-1049,Generator,Unit D,Pune,Operational,,2025-12-21,1,0.0,Cable,113.0,49,6,OK
REC-0222,AST-1094,Cooling System,Unit B,Ahmedabad,Operational,,2025-07-07,2,0.0,Connector,133.0,31,19,OK
REC-0223,AST-1024,Radar Unit,Unit B,Jodhpur,Operational,,2025-10-17,0,0.0,Battery,60.0,45,8,OK
REC-0224,AST-1148,Power Unit,Unit C,Chandigarh,Operational,Inspection,2025-02-14,2,6183.0,Battery,39.0,52,1,Low Stock
REC-0225,AST-1037,Cooling System,Unit D,Jodhpur,Operational,,2025-03-24,2,0.0,Filter,127.0,32,17,OK
REC-0226,AST-1004,Cooling System,Unit D,Jodhpur,Operational,Corrective,2025-05-03,0,28625.0,Lubricant,135.0,33,7,OK
REC-0227,AST-1108,Vehicle,Unit C,Ahmedabad,Standby,Corrective,2025-12-24,0,24859.0,Sensor,108.0,43,14,OK
REC-0228,AST-1126,Generator,Unit A,Jodhpur,Operational,,2026-06-12,0,0.0,Lubricant,11.0,53,17,Low Stock
REC-0229,AST-1020,Radar Unit,Unit C,Chandigarh,Standby,Preventive,2025-03-07,0,22641.0,Connector,31.0,45,9,Low Stock
REC-0230,AST-1050,Power Unit,Unit E,Delhi,Operational,,2026-01-10,1,0.0,Lubricant,5.0,40,17,Low Stock
REC-0231,AST-1096,Cooling System,Unit D,Pune,Under Maintenance,Corrective,2025-06-11,28,45216.0,Filter,91.0,47,5,OK
REC-0232,AST-1105,Power Unit,Unit B,Delhi,Operational,,2026-01-15,1,0.0,Lubricant,45.0,55,20,Low Stock
REC-0233,AST-1117,Vehicle,Unit E,Jodhpur,Operational,,2025-12-24,1,0.0,Cable,127.0,59,8,OK
REC-0234,AST-1098,Radar Unit,Unit D,Delhi,Operational,Inspection,2025-07-07,0,2909.0,Filter,79.0,21,6,OK
REC-0235,AST-1066,Cooling System,Unit C,Chandigarh,Operational,,2025-11-18,1,0.0,Cable,46.0,28,11,OK
REC-0236,AST-1079,Power Unit,Unit E,Chandigarh,Under Maintenance,Corrective,2026-03-26,2,25485.0,Connector,121.0,42,19,OK
REC-0237,AST-1006,Generator,Unit D,Jodhpur,Operational,Inspection,2026-04-19,2,8952.0,Filter,67.0,34,4,OK
REC-0238,AST-1039,Vehicle,Unit A,Ahmedabad,Operational,,2025-01-13,1,0.0,Connector,131.0,32,18,OK
REC-0239,AST-1115,Radar Unit,Unit A,Delhi,Operational,,2025-07-03,0,0.0,Connector,137.0,42,1,OK
REC-0240,AST-1125,Vehicle,Unit B,Ahmedabad,Operational,,2025-04-21,0,0.0,Lubricant,52.0,36,13,OK
REC-0241,AST-1012,Generator,Unit D,Ahmedabad,Standby,Preventive,2026-05-23,2,27354.0,Cable,7.0,21,14,Low Stock
REC-0242,AST-1131,Radar Unit,Unit A,Jaipur,Standby,Corrective,2025-10-17,2,30226.0,Connector,120.0,39,1,OK
REC-0243,AST-1018,Vehicle,Unit C,Jodhpur,Standby,Preventive,2025-10-22,1,35820.0,Cable,103.0,39,11,OK
REC-0244,AST-1040,Communication Equipment,Unit D,Pune,Operational,Corrective,2026-03-27,2,49709.0,Cable,120.0,22,17,OK
REC-0245,AST-1021,Generator,Unit C,Chandigarh,Operational,Preventive,2025-08-03,1,12552.0,Filter,18.0,31,4,Low Stock
REC-0246,AST-1143,Generator,Unit C,Chandigarh,Standby,,2025-01-27,1,0.0,Fuse,116.0,59,12,OK
REC-0247,AST-1099,Generator,Unit A,Jodhpur,Operational,,2025-08-19,0,0.0,Lubricant,65.0,21,10,OK
REC-0248,AST-1026,Communication Equipment,Unit D,Pune,Standby,,2025-11-17,0,0.0,Connector,99.0,55,6,OK
REC-0249,AST-1008,Communication Equipment,Unit E,Chandigarh,Standby,,2025-08-21,0,0.0,Cable,21.0,33,1,Low Stock
REC-0250,AST-1100,Power Unit,Unit A,Jodhpur,Under Maintenance,Corrective,2026-03-13,2,45526.0,Sensor,128.0,35,7,OK
REC-0251,AST-1087,Cooling System,Unit A,Chandigarh,Operational,Preventive,2026-06-17,0,34790.0,Fuse,28.0,38,16,Low Stock
REC-0252,AST-1042,Vehicle,Unit D,Ahmedabad,Operational,,2026-02-07,1,0.0,Connector,120.0,53,14,OK
REC-0253,AST-1014,Power Unit,Unit D,Delhi,Under Maintenance,Corrective,2025-02-22,3,42031.0,Sensor,86.0,25,20,OK
REC-0254,AST-1078,Vehicle,Unit C,Delhi,Operational,,2025-11-09,1,0.0,Lubricant,54.0,32,20,OK
REC-0255,AST-1002,Cooling System,Unit D,Chandigarh,Operational,,2025-10-08,1,0.0,Lubricant,83.0,55,6,OK
REC-0256,AST-1119,Communication Equipment,Unit C,Jaipur,Operational,,2025-01-31,0,0.0,Cable,83.0,41,5,OK
REC-0257,AST-1037,Cooling System,Unit A,Pune,Standby,Preventive,2025-12-03,0,16175.0,Cable,74.0,37,18,OK
REC-0258,AST-1069,Communication Equipment,Unit B,Pune,Under Maintenance,Preventive,2025-07-02,5,32464.0,Connector,31.0,31,15,OK
REC-0259,AST-1041,Cooling System,Unit E,Pune,Operational,Inspection,2025-01-23,2,2162.0,Filter,19.0,49,6,Low Stock
REC-0260,AST-1062,Power Unit,Unit A,Ahmedabad,Operational,Inspection,2026-06-28,2,10171.0,Fuse,54.0,59,19,Low Stock
REC-0261,AST-1060,Radar Unit,Unit D,Pune,Operational,Corrective,2026-03-22,0,33899.0,Connector,40.0,26,1,OK
REC-0262,AST-1125,Power Unit,Unit E,Delhi,Standby,,2025-03-15,0,0.0,Fuse,12.0,51,1,Low Stock
REC-0263,AST-1111,Vehicle,Unit B,Ahmedabad,Operational,,2025-01-10,1,0.0,Cable,83.0,38,13,OK
REC-0264,AST-1014,Power Unit,Unit B,Jodhpur,Operational,Preventive,2026-04-29,2,20026.0,Lubricant,135.0,25,3,OK
REC-0265,AST-1084,Generator,Unit C,Pune,Under Maintenance,Inspection,2026-04-01,13,7374.0,Cable,51.0,39,10,OK
REC-0266,AST-1130,Vehicle,Unit E,Pune,Under Maintenance,Corrective,2025-06-09,27,43183.0,Lubricant,109.0,46,3,OK
REC-0267,AST-1070,Cooling System,Unit C,Jodhpur,Under Maintenance,Inspection,2025-01-14,20,3514.0,Connector,102.0,56,9,OK
REC-0268,AST-1145,Vehicle,Unit A,Pune,Under Maintenance,Preventive,2025-06-27,20,14347.0,Lubricant,100.0,26,8,OK
REC-0269,AST-1123,Radar Unit,Unit E,Jodhpur,Operational,,2026-02-16,2,0.0,Cable,120.0,24,3,OK
REC-0270,AST-1089,Communication Equipment,Unit A,Ahmedabad,Operational,,2025-02-22,0,0.0,Battery,17.0,30,13,Low Stock
REC-0271,AST-1028,Cooling System,Unit C,Delhi,Under Maintenance,Preventive,2026-02-12,8,11668.0,Fuse,5.0,34,6,Low Stock
REC-0272,AST-1066,Vehicle,Unit E,Jodhpur,Under Maintenance,Preventive,2025-01-22,16,27671.0,Sensor,38.0,22,13,OK
REC-0273,AST-1005,Cooling System,Unit C,Jaipur,Under Maintenance,Corrective,2025-01-30,24,34103.0,Lubricant,83.0,24,20,OK
REC-0274,AST-1045,Cooling System,Unit E,Jodhpur,Standby,Inspection,2025-09-17,0,7419.0,Lubricant,82.0,42,20,OK
REC-0275,AST-1047,Cooling System,Unit C,Pune,Operational,,2025-07-24,0,0.0,Battery,125.0,56,12,OK
REC-0276,AST-1031,Communication Equipment,unit c,Ahmedabad,Operational,,2025-02-28,1,0.0,Connector,97.0,28,13,OK
REC-0277,AST-1139,Power Unit,Unit C,Chandigarh,Under Maintenance,Preventive,2026-04-16,6,37266.0,Connector,102.0,34,2,OK
REC-0278,AST-1010,Cooling System,Unit B,Ahmedabad,Operational,,2026-04-11,0,0.0,Connector,86.0,22,16,OK
REC-0279,AST-1118,Generator,Unit C,Chandigarh,Under Maintenance,Corrective,2025-01-12,15,59258.0,Sensor,42.0,48,6,Low Stock
REC-0280,AST-1014,Radar Unit,Unit E,Jodhpur,Under Maintenance,Corrective,2025-10-17,5,51724.0,Filter,18.0,25,19,Low Stock
REC-0281,AST-1080,Communication Equipment,Unit E,Delhi,Standby,,2025-12-20,0,0.0,Battery,140.0,36,13,OK
REC-0282,AST-1093,Vehicle,Unit E,Jaipur,Operational,,2025-03-16,1,0.0,Sensor,95.0,45,17,OK
REC-0283,AST-1010,Communication Equipment,Unit D,Ahmedabad,Operational,,2026-03-17,2,0.0,Battery,58.0,40,9,OK
REC-0284,AST-1076,Vehicle,Unit A,Pune,Operational,,2025-08-29,0,0.0,Lubricant,134.0,27,17,OK
REC-0285,AST-1094,Communication Equipment,Unit E,Chandigarh,Operational,,2025-06-03,2,0.0,Fuse,105.0,40,2,OK
REC-0286,AST-1105,Vehicle,Unit B,Pune,Operational,,2025-04-06,0,0.0,Battery,93.0,30,19,OK
REC-0287,AST-1001,Cooling System,Unit E,Delhi,Operational,,2025-10-21,0,0.0,Filter,60.0,57,19,OK
REC-0288,AST-1133,Power Unit,Unit D,Chandigarh,Operational,Preventive,2025-07-28,0,36631.0,Cable,98.0,27,7,OK
REC-0289,AST-1020,Vehicle,Unit B,Ahmedabad,Operational,,2025-12-09,0,0.0,Sensor,97.0,43,10,OK
REC-0290,AST-1008,Vehicle,Unit D,Jodhpur,Operational,Preventive,2025-03-29,2,10961.0,Battery,88.0,54,10,OK
REC-0291,AST-1001,Generator,Unit B,Pune,Operational,,2026-01-25,0,0.0,Battery,89.0,33,20,OK
REC-0292,AST-1057,Vehicle,Unit C,Delhi,Operational,Corrective,2025-11-21,0,43525.0,Filter,26.0,33,9,Low Stock
REC-0293,AST-1064,Generator,Unit A,Ahmedabad,Under Maintenance,Corrective,2025-06-06,17,32334.0,Fuse,39.0,29,17,OK
REC-0294,AST-1118,Radar Unit,Unit A,Ahmedabad,Operational,Preventive,2025-05-17,2,25103.0,Battery,20.0,31,15,Low Stock
REC-0295,AST-1028,Cooling System,Unit D,Ahmedabad,Operational,,2026-03-04,1,0.0,Battery,54.0,57,2,Low Stock
REC-0296,AST-1121,Generator,Unit A,Ahmedabad,Operational,Inspection,2026-03-28,0,3737.0,Fuse,126.0,53,4,OK
REC-0297,AST-1107,Power Unit,Unit D,Chandigarh,Under Maintenance,Corrective,2025-05-21,15,61469.0,Filter,132.0,60,19,OK
REC-0298,AST-1049,Cooling System,Unit D,Ahmedabad,Operational,,2025-03-24,2,0.0,Sensor,117.0,29,17,OK
REC-0299,AST-1120,Generator,Unit D,Pune,Operational,,2025-06-26,1,0.0,Sensor,21.0,36,5,Low Stock
REC-0300,AST-1044,Cooling System,Unit A,Delhi,Operational,Inspection,2025-07-17,0,9391.0,Battery,84.0,36,7,OK
REC-0301,AST-1056,Cooling System,Unit D,Chandigarh,Operational,Inspection,2026-02-25,0,1825.0,Fuse,134.0,22,18,OK
REC-0302,AST-1111,Cooling System,Unit A,Ahmedabad,Operational,Preventive,2026-02-05,2,36432.0,Battery,136.0,50,7,OK
REC-0303,AST-1134,Radar Unit,Unit D,Jaipur,Operational,,2026-04-16,0,0.0,Connector,89.0,20,17,OK
REC-0304,AST-1108,Power Unit,Unit E,Jaipur,Operational,,2025-08-06,0,0.0,Cable,98.0,31,7,OK
REC-0305,AST-1148,Communication Equipment,Unit D,Delhi,Under Maintenance,Corrective,2025-06-24,2,64287.0,Sensor,138.0,58,4,OK
REC-0306,AST-1114,Communication Equipment,Unit B,Jodhpur,Standby,,2025-01-23,0,0.0,Connector,85.0,23,8,OK
REC-0307,AST-1078,Generator,Unit D,Jodhpur,Operational,,2025-08-23,2,0.0,Lubricant,73.0,32,13,OK
REC-0308,AST-1130,Cooling System,Unit C,Chandigarh,Operational,,2025-01-13,2,0.0,Cable,73.0,53,4,OK
REC-0309,AST-1037,Generator,Unit D,Chandigarh,Under Maintenance,Corrective,2025-04-11,28,51340.0,Battery,20.0,40,6,Low Stock
REC-0310,AST-1020,Radar Unit,Unit B,Chandigarh,Operational,,2026-06-20,2,0.0,Filter,55.0,41,5,OK
REC-0311,AST-1026,Radar Unit,Unit B,Jodhpur,Operational,,2026-06-07,0,0.0,Sensor,109.0,23,12,OK
REC-0312,AST-1029,Vehicle,Unit A,Jaipur,Operational,,2026-03-28,0,0.0,Lubricant,70.0,37,4,OK
REC-0313,AST-1001,Radar Unit,Unit E,Jodhpur,Operational,,2026-03-07,0,0.0,Cable,13.0,24,9,Low Stock
REC-0314,AST-1119,Vehicle,Unit D,Pune,Standby,Corrective,2026-06-17,0,23741.0,Sensor,111.0,38,4,OK
REC-0315,AST-1035,Power Unit,Unit A,Ahmedabad,Under Maintenance,Preventive,2025-10-20,25,9462.0,Fuse,104.0,21,19,OK
REC-0316,AST-1059,Generator,Unit E,Chandigarh,Under Maintenance,Inspection,2025-04-11,25,8254.0,Filter,90.0,31,14,OK
REC-0317,AST-1069,Power Unit,Unit D,Jaipur,Operational,,2026-05-17,0,0.0,Cable,68.0,36,5,OK
REC-0318,AST-1012,Radar Unit,Unit C,Delhi,Operational,,2025-10-31,1,0.0,Fuse,26.0,29,18,Low Stock
REC-0319,AST-1020,Power Unit,Unit D,Delhi,Operational,,2026-06-24,2,0.0,Connector,114.0,53,10,OK
REC-0320,AST-1043,Power Unit,Unit B,Ahmedabad,Operational,,2025-12-21,1,0.0,Battery,101.0,25,19,OK
REC-0321,AST-1126,Power Unit,Unit B,Jaipur,Operational,,2025-10-30,0,0.0,Fuse,22.0,27,12,Low Stock
REC-0322,AST-1050,Radar Unit,Unit C,Jodhpur,Under Maintenance,Corrective,2026-05-11,18,32026.0,Cable,75.0,30,18,OK
REC-0323,AST-1029,Cooling System,Unit A,Jodhpur,Operational,,2025-08-15,0,0.0,Cable,131.0,31,17,OK
REC-0324,AST-1039,Power Unit,Unit E,Pune,Operational,,2025-08-24,2,0.0,Connector,101.0,28,11,OK
REC-0325,AST-1038,Vehicle,Unit D,Pune,Standby,Inspection,2026-03-31,1,10543.0,Battery,5.0,21,3,Low Stock
REC-0326,AST-1084,Radar Unit,Unit B,Jodhpur,Under Maintenance,Inspection,2025-01-13,21,8993.0,Fuse,136.0,27,17,OK
REC-0327,AST-1128,Power Unit,Unit A,Delhi,Operational,Preventive,2025-07-29,2,9618.0,Fuse,8.0,30,1,Low Stock
REC-0328,AST-1126,Cooling System,Unit C,Chandigarh,Operational,,2026-02-01,0,0.0,Battery,129.0,55,15,OK
REC-0329,AST-1045,Radar Unit,Unit B,Delhi,Operational,,2025-04-10,1,0.0,Fuse,86.0,29,9,OK
REC-0330,AST-1052,Communication Equipment,Unit C,Pune,Operational,,2025-01-31,0,0.0,Sensor,31.0,40,15,Low Stock
REC-0331,AST-1080,Cooling System,Unit D,Ahmedabad,Operational,Preventive,2026-06-12,1,16603.0,Battery,63.0,39,3,OK
REC-0332,AST-1124,Vehicle,Unit E,Jodhpur,Under Maintenance,Preventive,2025-11-25,26,12368.0,Filter,36.0,27,19,OK
REC-0333,AST-1119,Power Unit,Unit B,Pune,Operational,,2025-06-15,1,0.0,Cable,32.0,55,13,Low Stock
REC-0334,AST-1008,Communication Equipment,Unit B,Pune,Operational,,2026-04-04,2,0.0,Filter,110.0,48,12,OK
REC-0335,AST-1085,Communication Equipment,Unit D,Chandigarh,Operational,,2025-04-10,2,0.0,Sensor,109.0,31,20,OK
REC-0336,AST-1129,Radar Unit,Unit A,Jodhpur,Operational,,2025-06-22,0,0.0,Connector,74.0,33,1,OK
REC-0337,AST-1008,Communication Equipment,Unit E,Chandigarh,Under Maintenance,Preventive,2025-06-11,7,19306.0,Sensor,66.0,40,17,OK
REC-0338,AST-1096,Vehicle,Unit B,Jodhpur,Under Maintenance,Preventive,2025-09-20,6,31042.0,Lubricant,38.0,41,13,Low Stock
REC-0339,AST-1102,Vehicle,Unit E,Chandigarh,Operational,,2025-10-01,0,0.0,Lubricant,91.0,40,1,OK
REC-0340,AST-1005,Generator,Unit B,Delhi,Operational,,2025-01-03,0,0.0,Lubricant,118.0,49,10,OK
REC-0341,AST-1086,Vehicle,Unit E,Ahmedabad,Operational,Corrective,2025-01-28,0,79169.0,Battery,110.0,58,15,OK
REC-0342,AST-1034,Cooling System,Unit C,Ahmedabad,Operational,,2025-11-22,2,0.0,Fuse,60.0,39,7,OK
REC-0343,AST-1055,Communication Equipment,Unit B,Jodhpur,Operational,,2025-05-29,0,0.0,Sensor,117.0,43,18,OK
REC-0344,AST-1119,Vehicle,Unit E,Jaipur,Operational,Inspection,2026-06-24,2,10344.0,Filter,17.0,42,16,Low Stock
REC-0345,AST-1114,Radar Unit,Unit A,Pune,Operational,Preventive,2026-05-03,1,25019.0,Connector,22.0,26,14,Low Stock
REC-0346,AST-1145,Generator,Unit C,Pune,Operational,,2026-03-14,0,0.0,Filter,117.0,28,18,OK
REC-0347,AST-1026,Communication Equipment,Unit C,Jodhpur,Operational,Corrective,2025-03-06,0,52087.0,Filter,43.0,20,7,OK
REC-0348,AST-1136,Generator,Unit A,Chandigarh,Operational,,2025-12-22,1,0.0,Filter,83.0,45,17,OK
REC-0349,AST-1047,Communication Equipment,Unit E,Jaipur,Operational,,2026-06-17,1,0.0,Connector,150.0,57,18,OK
REC-0350,AST-1113,Radar Unit,Unit D,Delhi,Operational,Inspection,2025-09-09,2,11664.0,Lubricant,34.0,57,12,Low Stock
REC-0351,AST-1076,Generator,Unit A,Chandigarh,Operational,,2025-08-23,2,0.0,Filter,102.0,41,8,OK
REC-0352,AST-1072,Power Unit,Unit E,Chandigarh,Under Maintenance,Preventive,2025-08-15,5,36134.0,Connector,62.0,29,2,OK
REC-0353,AST-1089,Cooling System,Unit A,Jodhpur,Operational,Inspection,2026-06-09,2,5539.0,Connector,71.0,25,7,OK
REC-0354,AST-1046,Cooling System,Unit A,Jodhpur,Operational,,2025-11-09,1,0.0,Fuse,75.0,36,4,OK
REC-0355,AST-1033,Communication Equipment,Unit B,Pune,Operational,,2025-02-18,0,0.0,Connector,150.0,57,18,OK
REC-0356,AST-1001,Power Unit,Unit E,Jodhpur,Operational,,2025-04-28,0,0.0,Lubricant,110.0,43,6,OK
REC-0357,AST-1147,Generator,Unit D,Jodhpur,Operational,,2025-02-23,0,0.0,Filter,11.0,29,9,Low Stock
REC-0358,AST-1031,Power Unit,Unit B,Jodhpur,Operational,,2025-02-13,0,0.0,Connector,44.0,27,9,OK
REC-0359,AST-1142,Power Unit,Unit A,Pune,Standby,,2025-02-22,1,0.0,Battery,74.0,40,14,OK
REC-0360,AST-1053,Generator,Unit A,Delhi,Operational,,2026-06-09,2,0.0,Connector,72.0,25,8,OK
REC-0361,AST-1048,Radar Unit,Unit A,Delhi,Operational,Preventive,2025-04-12,0,11887.0,Cable,53.0,40,19,OK
REC-0362,AST-1069,Power Unit,Unit E,Jodhpur,Operational,,2026-02-02,2,0.0,Cable,56.0,58,3,Low Stock
REC-0363,AST-1105,Power Unit,Unit E,Pune,Operational,,2025-05-18,1,0.0,Cable,118.0,43,18,OK
REC-0364,AST-1090,Radar Unit,Unit B,Delhi,Operational,,2026-01-22,0,0.0,Connector,111.0,52,5,OK
REC-0365,AST-1063,Power Unit,Unit D,Chandigarh,Standby,Preventive,2025-04-21,0,16772.0,Lubricant,33.0,37,14,Low Stock
REC-0366,AST-1073,Power Unit,Unit B,Delhi,Operational,Inspection,2025-01-17,1,8078.0,Filter,82.0,47,4,OK
REC-0367,AST-1089,Power Unit,Unit C,Delhi,Standby,,2025-07-01,0,0.0,Sensor,13.0,51,7,Low Stock
REC-0368,AST-1013,Cooling System,Unit A,Pune,Standby,,2026-06-20,0,0.0,Sensor,80.0,31,20,OK
REC-0369,AST-1073,Vehicle,Unit A,Chandigarh,Operational,Corrective,2026-06-25,0,40250.0,Sensor,46.0,46,12,OK
REC-0370,AST-1077,Radar Unit,Unit A,Pune,Operational,,2025-06-20,1,0.0,Lubricant,132.0,29,2,OK
REC-0371,AST-1068,Power Unit,Unit B,Jodhpur,Operational,,2026-02-13,2,0.0,Fuse,24.0,51,11,Low Stock
REC-0372,AST-1098,Cooling System,Unit B,Ahmedabad,Operational,,2026-01-13,0,0.0,Battery,76.0,45,14,OK
REC-0373,AST-1125,Radar Unit,Unit A,Delhi,Operational,,2025-07-07,0,0.0,Battery,69.0,44,16,OK
REC-0374,AST-1102,Communication Equipment,Unit B,Ahmedabad,Under Maintenance,Corrective,2025-08-18,16,47768.0,Cable,117.0,30,20,OK
REC-0375,AST-1132,Communication Equipment,Unit E,Pune,Operational,,2025-04-29,1,0.0,Cable,28.0,42,6,Low Stock
REC-0376,AST-1102,Power Unit,Unit E,Pune,Operational,,2025-06-05,0,0.0,Connector,132.0,53,4,OK
REC-0377,AST-1019,Cooling System,Unit B,Pune,Under Maintenance,Corrective,2026-04-10,8,64830.0,Sensor,87.0,59,15,OK
REC-0378,AST-1082,Cooling System,Unit A,Ahmedabad,Operational,,2025-04-14,0,0.0,Connector,67.0,42,1,OK
REC-0379,AST-1141,Radar Unit,Unit B,Pune,Under Maintenance,Preventive,2026-05-17,25,34542.0,Sensor,64.0,48,7,OK
REC-0380,AST-1023,Radar Unit,Unit B,Jodhpur,Operational,,2025-06-24,1,0.0,Cable,103.0,50,12,OK
REC-0381,AST-1083,Cooling System,Unit B,Pune,Operational,,2026-02-25,2,0.0,Filter,66.0,26,10,OK
REC-0382,AST-1109,Radar Unit,Unit C,Jaipur,Under Maintenance,Preventive,2025-05-14,23,35430.0,Fuse,34.0,59,5,Low Stock
REC-0383,AST-1075,Cooling System,Unit E,Ahmedabad,Operational,Preventive,2026-01-26,1,13009.0,Connector,26.0,52,12,Low Stock
REC-0384,AST-1129,Vehicle,Unit D,Jaipur,Under Maintenance,Corrective,2026-05-16,9,49085.0,Fuse,130.0,40,18,OK
REC-0385,AST-1088,Cooling System,Unit D,Pune,Under Maintenance,Corrective,2025-02-02,18,73571.0,Fuse,46.0,21,10,OK
REC-0386,AST-1054,Communication Equipment,Unit C,Jodhpur,Under Maintenance,Corrective,2025-02-24,17,32715.0,Fuse,102.0,37,6,OK
REC-0387,AST-1089,Radar Unit,Unit B,Delhi,Operational,Inspection,2026-06-03,1,8002.0,Cable,35.0,52,12,Low Stock
REC-0388,AST-1143,Cooling System,Unit C,Chandigarh,Operational,,2025-01-12,0,0.0,Battery,116.0,56,7,OK
REC-0389,AST-1065,Cooling System,Unit C,Chandigarh,Under Maintenance,Corrective,2026-06-12,11,50093.0,Cable,150.0,53,18,OK
REC-0390,AST-1076,Radar Unit,Unit A,Pune,Under Maintenance,Corrective,2026-01-08,11,52314.0,Fuse,126.0,39,2,OK
REC-0391,AST-1143,Vehicle,Unit E,Jodhpur,Standby,Preventive,2026-04-29,1,37096.0,Cable,21.0,54,10,Low Stock
REC-0392,AST-1149,Vehicle,Unit D,Ahmedabad,Operational,,2025-08-16,2,0.0,Fuse,42.0,37,15,OK
REC-0393,AST-1147,Radar Unit,Unit B,Jaipur,Operational,Inspection,2025-11-03,1,7040.0,Lubricant,146.0,43,12,OK
REC-0394,AST-1060,Generator,Unit D,Jaipur,Under Maintenance,Corrective,2026-04-02,18,50101.0,Sensor,114.0,27,17,OK
REC-0395,AST-1093,Radar Unit,Unit D,Jaipur,Operational,,2025-06-09,2,0.0,Battery,26.0,49,4,Low Stock
REC-0396,AST-1049,Radar Unit,Unit E,Ahmedabad,Standby,,2025-11-27,1,0.0,Lubricant,60.0,29,7,OK
REC-0397,AST-1035,Vehicle,Unit D,Chandigarh,Under Maintenance,Inspection,2025-08-13,23,3412.0,Filter,123.0,42,9,OK
REC-0398,AST-1102,Vehicle,Unit D,Jodhpur,Operational,Inspection,2026-05-19,0,10984.0,Cable,61.0,30,19,OK
REC-0399,AST-1011,Radar Unit,Unit C,Ahmedabad,Under Maintenance,Corrective,2026-04-01,18,75124.0,Filter,39.0,21,7,OK
REC-0400,AST-1099,Radar Unit,Unit E,Jaipur,Under Maintenance,Inspection,2025-02-14,5,10072.0,Connector,118.0,45,2,OK
